date,inclination_deg,clear_sky_peak_wm2,clear_sky_daily_kwh_m2
2018-02-05,10,666.091,4.03991
2018-02-06,10,670.828,4.08262
2018-02-07,10,675.606,4.12591
2018-02-08,10,680.42,4.16973
2018-02-09,10,685.268,4.21407
2018-02-10,10,690.145,4.2589
2018-02-11,10,695.049,4.3042
2018-02-12,10,699.976,4.34996
2018-02-13,10,704.923,4.39614
2018-02-14,10,709.888,4.44272
2018-02-15,10,715.722,4.49712
2018-02-16,10,721.564,4.55191
2018-02-17,10,727.409,4.60703
2018-02-18,10,733.254,4.66248
2018-02-19,10,739.096,4.71824
2018-02-20,10,744.938,4.77426
2018-02-21,10,750.78,4.83053
2018-02-22,10,756.611,4.88701
2018-02-23,10,762.428,4.94371
2018-02-24,10,768.228,5.00057
2018-02-25,10,774.009,5.05758
2018-02-26,10,779.766,5.11472
2018-02-27,10,785.499,5.17196
2018-02-28,10,791.203,5.22927
2018-03-01,10,796.877,5.28663
2018-03-02,10,802.518,5.34405
2018-03-03,10,808.124,5.40147
2018-03-04,10,813.693,5.45888
2018-03-05,10,819.222,5.51627
2018-03-06,10,824.71,5.5736
2018-03-07,10,830.153,5.63086
2018-03-08,10,835.551,5.68804
2018-03-09,10,840.901,5.74509
2018-03-10,10,846.2,5.80202
2018-03-11,10,851.449,5.8588
2018-03-12,10,856.643,5.91541
2018-03-13,10,861.793,5.97182
2018-03-14,10,866.907,6.02803
2018-03-15,10,871.962,6.084
2018-03-16,10,876.437,6.13471
2018-03-17,10,880.336,6.18018
2018-03-18,10,884.178,6.2254
2018-03-19,10,887.963,6.27032
2018-03-20,10,891.689,6.31493
2018-03-21,10,895.354,6.35923
2018-03-22,10,898.957,6.40319
2018-03-23,10,902.498,6.44679
2018-03-24,10,905.975,6.49004
2018-03-25,10,909.388,6.53291
2018-03-26,10,912.736,6.5754
2018-03-27,10,916.017,6.61749
2018-03-28,10,919.231,6.65916
2018-03-29,10,922.379,6.7004
2018-03-30,10,925.483,6.74121
2018-03-31,10,928.525,6.78157
2018-04-01,10,931.498,6.82146
2018-04-02,10,934.402,6.86092
2018-04-03,10,937.237,6.8999
2018-04-04,10,940.003,6.9384
2018-04-05,10,942.699,6.97641
2018-04-06,10,945.326,7.01393
2018-04-07,10,947.884,7.05093
2018-04-08,10,950.373,7.08741
2018-04-09,10,952.792,7.12337
2018-04-10,10,955.143,7.15883
2018-04-11,10,957.424,7.19375
2018-04-12,10,959.637,7.22813
2018-04-13,10,961.782,7.26196
2018-04-14,10,963.859,7.29523
2018-04-15,10,965.868,7.32795
2018-04-16,10,968.023,7.36225
2018-04-17,10,970.131,7.39597
2018-04-18,10,972.173,7.42914
2018-04-19,10,974.148,7.46172
2018-04-20,10,976.056,7.49372
2018-04-21,10,977.898,7.52511
2018-04-22,10,979.674,7.55592
2018-04-23,10,981.386,7.58611
2018-04-24,10,983.034,7.61571
2018-04-25,10,984.619,7.64471
2018-04-26,10,986.141,7.67313
2018-04-27,10,987.602,7.70093
2018-04-28,10,989.004,7.72813
2018-04-29,10,990.345,7.75473
2018-04-30,10,991.629,7.78071
2018-05-01,10,992.856,7.80609
2018-05-02,10,994.026,7.83086
2018-05-03,10,995.141,7.85504
2018-05-04,10,996.203,7.87863
2018-05-05,10,997.211,7.90162
2018-05-06,10,998.168,7.92399
2018-05-07,10,999.074,7.94577
2018-05-08,10,999.931,7.96693
2018-05-09,10,1000.739,7.9875
2018-05-10,10,1001.5,8.00746
2018-05-11,10,1002.214,8.02686
2018-05-12,10,1002.884,8.04565
2018-05-13,10,1003.509,8.06385
2018-05-14,10,1004.092,8.08145
2018-05-15,10,1004.632,8.09845
2018-05-16,10,1004.966,8.11312
2018-05-17,10,1005.095,8.12548
2018-05-18,10,1005.187,8.13727
2018-05-19,10,1005.242,8.14849
2018-05-20,10,1005.262,8.15914
2018-05-21,10,1005.248,8.1692
2018-05-22,10,1005.201,8.17869
2018-05-23,10,1005.121,8.1876
2018-05-24,10,1005.009,8.19593
2018-05-25,10,1004.867,8.2037
2018-05-26,10,1004.696,8.21091
2018-05-27,10,1004.496,8.21757
2018-05-28,10,1004.268,8.22367
2018-05-29,10,1004.013,8.22921
2018-05-30,10,1003.733,8.23419
2018-05-31,10,1003.427,8.23861
2018-06-01,10,1003.097,8.24247
2018-06-02,10,1002.743,8.24579
2018-06-03,10,1002.366,8.24856
2018-06-04,10,1001.967,8.25079
2018-06-05,10,1001.547,8.25249
2018-06-06,10,1001.105,8.25364
2018-06-07,10,1000.643,8.25425
2018-06-08,10,1000.161,8.25432
2018-06-09,10,999.659,8.25385
2018-06-10,10,999.139,8.25284
2018-06-11,10,998.602,8.25129
2018-06-12,10,998.063,8.24921
2018-06-13,10,997.508,8.24659
2018-06-14,10,996.935,8.24345
2018-06-15,10,996.345,8.23976
2018-06-16,10,996.434,8.24292
2018-06-17,10,996.505,8.24554
2018-06-18,10,996.56,8.24763
2018-06-19,10,996.597,8.24918
2018-06-20,10,996.618,8.2502
2018-06-21,10,996.623,8.25068
2018-06-22,10,996.611,8.25063
2018-06-23,10,996.583,8.25005
2018-06-24,10,996.538,8.24894
2018-06-25,10,996.478,8.24731
2018-06-26,10,996.4,8.24514
2018-06-27,10,996.306,8.24244
2018-06-28,10,996.196,8.23922
2018-06-29,10,996.069,8.23547
2018-06-30,10,995.924,8.2312
2018-07-01,10,995.763,8.2264
2018-07-02,10,995.583,8.22107
2018-07-03,10,995.386,8.21521
2018-07-04,10,995.17,8.20883
2018-07-05,10,994.936,8.20192
2018-07-06,10,994.692,8.19448
2018-07-07,10,994.432,8.18651
2018-07-08,10,994.152,8.17801
2018-07-09,10,993.85,8.16897
2018-07-10,10,993.526,8.15941
2018-07-11,10,993.18,8.14932
2018-07-12,10,992.811,8.13869
2018-07-13,10,992.417,8.12752
2018-07-14,10,991.999,8.11582
2018-07-15,10,991.556,8.10359
2018-07-16,10,990.802,8.08785
2018-07-17,10,989.736,8.06858
2018-07-18,10,988.641,8.04878
2018-07-19,10,987.516,8.02843
2018-07-20,10,986.361,8.00754
2018-07-21,10,985.175,7.98612
2018-07-22,10,983.956,7.96414
2018-07-23,10,982.704,7.94163
2018-07-24,10,981.417,7.91857
2018-07-25,10,980.095,7.89496
2018-07-26,10,978.737,7.87082
2018-07-27,10,977.341,7.84614
2018-07-28,10,975.907,7.82092
2018-07-29,10,974.434,7.79514
2018-07-30,10,972.92,7.76881
2018-07-31,10,971.365,7.74192
2018-08-01,10,969.767,7.71449
2018-08-02,10,968.125,7.68651
2018-08-03,10,966.439,7.65799
2018-08-04,10,964.707,7.62891
2018-08-05,10,962.928,7.59928
2018-08-06,10,961.101,7.56909
2018-08-07,10,959.225,7.53834
2018-08-08,10,957.299,7.50705
2018-08-09,10,955.322,7.47521
2018-08-10,10,953.294,7.44282
2018-08-11,10,951.213,7.40988
2018-08-12,10,949.077,7.37639
2018-08-13,10,946.888,7.34234
2018-08-14,10,944.642,7.30777
2018-08-15,10,942.34,7.27265
2018-08-16,10,940.405,7.24126
2018-08-17,10,938.847,7.21361
2018-08-18,10,937.243,7.18542
2018-08-19,10,935.584,7.15671
2018-08-20,10,933.867,7.12747
2018-08-21,10,932.094,7.09769
2018-08-22,10,930.261,7.06739
2018-08-23,10,928.37,7.03656
2018-08-24,10,926.42,7.00524
2018-08-25,10,924.409,6.97338
2018-08-26,10,922.338,6.94102
2018-08-27,10,920.205,6.90813
2018-08-28,10,918.011,6.87477
2018-08-29,10,915.754,6.8409
2018-08-30,10,913.435,6.80652
2018-08-31,10,911.053,6.77165
2018-09-01,10,908.607,6.73631
2018-09-02,10,906.097,6.70048
2018-09-03,10,903.524,6.66417
2018-09-04,10,900.899,6.62738
2018-09-05,10,898.228,6.59014
2018-09-06,10,895.493,6.55244
2018-09-07,10,892.695,6.51429
2018-09-08,10,889.833,6.47569
2018-09-09,10,886.906,6.43667
2018-09-10,10,883.917,6.39723
2018-09-11,10,880.864,6.35737
2018-09-12,10,877.748,6.3171
2018-09-13,10,874.57,6.27644
2018-09-14,10,871.329,6.2354
2018-09-15,10,868.027,6.19397
2018-09-16,10,864.521,6.15083
2018-09-17,10,860.953,6.10733
2018-09-18,10,857.325,6.0635
2018-09-19,10,853.664,6.01933
2018-09-20,10,849.95,5.97483
2018-09-21,10,846.178,5.93004
2018-09-22,10,842.348,5.88495
2018-09-23,10,838.462,5.83958
2018-09-24,10,834.519,5.79394
2018-09-25,10,830.522,5.74804
2018-09-26,10,826.471,5.7019
2018-09-27,10,822.367,5.65552
2018-09-28,10,818.212,5.60893
2018-09-29,10,814.006,5.56214
2018-09-30,10,809.752,5.51516
2018-10-01,10,805.449,5.468
2018-10-02,10,801.1,5.42068
2018-10-03,10,796.707,5.37322
2018-10-04,10,792.285,5.32563
2018-10-05,10,787.835,5.27794
2018-10-06,10,783.346,5.23015
2018-10-07,10,778.818,5.18229
2018-10-08,10,774.254,5.13438
2018-10-09,10,769.656,5.08643
2018-10-10,10,765.026,5.03846
2018-10-11,10,760.366,4.9905
2018-10-12,10,755.678,4.94255
2018-10-13,10,750.964,4.89465
2018-10-14,10,746.227,4.84681
2018-10-15,10,741.47,4.79906
2018-10-16,10,736.694,4.75141
2018-10-17,10,731.902,4.70388
2018-10-18,10,727.097,4.6565
2018-10-19,10,722.281,4.60929
2018-10-20,10,717.456,4.56226
2018-10-21,10,712.626,4.51544
2018-10-22,10,707.793,4.46884
2018-10-23,10,702.96,4.4225
2018-10-24,10,698.129,4.37643
2018-10-25,10,693.303,4.33064
2018-10-26,10,688.485,4.28517
2018-10-27,10,683.678,4.24002
2018-10-28,10,678.883,4.19523
2018-10-29,10,674.106,4.15082
2018-10-30,10,669.347,4.10679
2018-10-31,10,664.61,4.06318
2018-11-01,10,659.899,4.02001
2018-11-02,10,655.216,3.9773
2018-11-03,10,650.564,3.93507
2018-11-04,10,645.947,3.89335
2018-11-05,10,641.368,3.85215
2018-11-06,10,636.829,3.8115
2018-11-07,10,632.335,3.77143
2018-11-08,10,627.888,3.73194
2018-11-09,10,623.492,3.69307
2018-11-10,10,619.15,3.65483
2018-11-11,10,614.864,3.61726
2018-11-12,10,610.64,3.58037
2018-11-13,10,606.478,3.54417
2018-11-14,10,602.384,3.5087
2018-11-15,10,598.359,3.47397
2018-11-16,10,594.826,3.44331
2018-11-17,10,591.37,3.41344
2018-11-18,10,587.997,3.38436
2018-11-19,10,584.708,3.35611
2018-11-20,10,581.507,3.3287
2018-11-21,10,578.396,3.30214
2018-11-22,10,575.378,3.27645
2018-11-23,10,572.457,3.25167
2018-11-24,10,569.634,3.22778
2018-11-25,10,566.913,3.20483
2018-11-26,10,564.296,3.18281
2018-11-27,10,561.785,3.16174
2018-11-28,10,559.396,3.14166
2018-11-29,10,557.14,3.12256
2018-11-30,10,554.999,3.10446
2018-12-01,10,552.977,3.08737
2018-12-02,10,551.074,3.07133
2018-12-03,10,549.293,3.05634
2018-12-04,10,547.637,3.0424
2018-12-05,10,546.107,3.02953
2018-12-06,10,544.706,3.01774
2018-12-07,10,543.435,3.00707
2018-12-08,10,542.296,2.9975
2018-12-09,10,541.291,2.98905
2018-12-10,10,540.422,2.98174
2018-12-11,10,539.728,2.97556
2018-12-12,10,539.177,2.97052
2018-12-13,10,538.766,2.96666
2018-12-14,10,538.497,2.96397
2018-12-15,10,538.37,2.96245
2018-12-16,10,537.978,2.95899
2018-12-17,10,537.319,2.95358
2018-12-18,10,536.802,2.94934
2018-12-19,10,536.428,2.94626
2018-12-20,10,536.196,2.94438
2018-12-21,10,536.13,2.94369
2018-12-22,10,536.232,2.94418
2018-12-23,10,536.478,2.94586
2018-12-24,10,536.867,2.94871
2018-12-25,10,537.4,2.95275
2018-12-26,10,538.075,2.95797
2018-12-27,10,538.892,2.96437
2018-12-28,10,539.851,2.97195
2018-12-29,10,540.952,2.9807
2018-12-30,10,542.194,2.99063
2018-12-31,10,543.589,3.00172
2019-01-01,10,545.154,3.01398
2019-01-02,10,546.856,3.0274
2019-01-03,10,548.693,3.04196
2019-01-04,10,550.665,3.05767
2019-01-05,10,552.77,3.07451
2019-01-06,10,555.006,3.09249
2019-01-07,10,557.371,3.11158
2019-01-08,10,559.865,3.13177
2019-01-09,10,562.484,3.15307
2019-01-10,10,565.227,3.17546
2019-01-11,10,568.091,3.19892
2019-01-12,10,571.1,3.22345
2019-01-13,10,574.237,3.24903
2019-01-14,10,577.487,3.27565
2019-01-15,10,580.848,3.30329
2019-01-16,10,584.133,3.33048
2019-01-17,10,587.34,3.35717
2019-01-18,10,590.651,3.38484
2019-01-19,10,594.064,3.41347
2019-01-20,10,597.576,3.44304
2019-01-21,10,601.183,3.47354
2019-01-22,10,604.884,3.50493
2019-01-23,10,608.675,3.53721
2019-01-24,10,612.553,3.57036
2019-01-25,10,616.515,3.60436
2019-01-26,10,620.558,3.63919
2019-01-27,10,624.68,3.67483
2019-01-28,10,628.877,3.71127
2019-01-29,10,633.145,3.74848
2019-01-30,10,637.483,3.78644
2019-01-31,10,641.899,3.82512
2019-02-01,10,646.376,3.86451
2019-02-02,10,650.909,3.90458
2019-02-03,10,655.497,3.94533
2019-02-04,10,660.135,3.9867
2019-02-05,10,664.82,4.02869
2019-02-06,10,669.549,4.07127
2019-02-07,10,674.318,4.11442
2019-02-08,10,679.124,4.15813
2019-02-09,10,683.964,4.20234
2019-02-10,10,688.834,4.24706
2019-02-11,10,693.731,4.29224
2019-02-12,10,698.652,4.33789
2019-02-13,10,703.593,4.38395
2019-02-14,10,708.551,4.43042
2019-02-15,10,714.381,4.48471
2019-02-16,10,720.217,4.53938
2019-02-17,10,726.058,4.5944
2019-02-18,10,731.898,4.64974
2019-02-19,10,737.737,4.70538
2019-02-20,10,743.572,4.76131
2019-02-21,10,749.412,4.81749
2019-02-22,10,755.242,4.8739
2019-02-23,10,761.06,4.93052
2019-02-24,10,766.861,4.98733
2019-02-25,10,772.645,5.04429
2019-02-26,10,778.407,5.10139
2019-02-27,10,784.145,5.15862
2019-02-28,10,789.856,5.21593
2019-03-01,10,795.539,5.2733
2019-03-02,10,801.189,5.33073
2019-03-03,10,806.806,5.38817
2019-03-04,10,812.385,5.44561
2019-03-05,10,817.926,5.50304
2019-03-06,10,823.425,5.56041
2019-03-07,10,828.881,5.61771
2019-03-08,10,834.291,5.67492
2019-03-09,10,839.653,5.73202
2019-03-10,10,844.966,5.78899
2019-03-11,10,850.227,5.8458
2019-03-12,10,855.434,5.90246
2019-03-13,10,860.586,5.95891
2019-03-14,10,865.711,6.01515
2019-03-15,10,870.778,6.07116
2019-03-16,10,875.265,6.12192
2019-03-17,10,879.175,6.16742
2019-03-18,10,883.028,6.21267
2019-03-19,10,886.824,6.25762
2019-03-20,10,890.56,6.30226
2019-03-21,10,894.236,6.3466
2019-03-22,10,897.852,6.39061
2019-03-23,10,901.405,6.43426
2019-03-24,10,904.895,6.47757
2019-03-25,10,908.322,6.52051
2019-03-26,10,911.684,6.56309
2019-03-27,10,914.981,6.60527
2019-03-28,10,918.212,6.64705
2019-03-29,10,921.377,6.6884
2019-03-30,10,924.49,6.72933
2019-03-31,10,927.55,6.76982
2019-04-01,10,930.542,6.80985
2019-04-02,10,933.465,6.84944
2019-04-03,10,936.319,6.88857
2019-04-04,10,939.104,6.92721
2019-04-05,10,941.819,6.96537
2019-04-06,10,944.466,7.00302
2019-04-07,10,947.042,7.04017
2019-04-08,10,949.549,7.07679
2019-04-09,10,951.987,7.11289
2019-04-10,10,954.355,7.14848
2019-04-11,10,956.654,7.18353
2019-04-12,10,958.884,7.21804
2019-04-13,10,961.044,7.25199
2019-04-14,10,963.137,7.28538
2019-04-15,10,965.161,7.31821
2019-04-16,10,967.332,7.35262
2019-04-17,10,969.445,7.38645
2019-04-18,10,971.502,7.41973
2019-04-19,10,973.492,7.45242
2019-04-20,10,975.414,7.48453
2019-04-21,10,977.271,7.51605
2019-04-22,10,979.062,7.54697
2019-04-23,10,980.789,7.5773
2019-04-24,10,982.452,7.60704
2019-04-25,10,984.052,7.63618
2019-04-26,10,985.59,7.66474
2019-04-27,10,987.067,7.69271
2019-04-28,10,988.484,7.72008
2019-04-29,10,989.842,7.74684
2019-04-30,10,991.142,7.77299
2019-05-01,10,992.384,7.79854
2019-05-02,10,993.571,7.82348
2019-05-03,10,994.701,7.84783
2019-05-04,10,995.778,7.87159
2019-05-05,10,996.802,7.89475
2019-05-06,10,997.773,7.91729
2019-05-07,10,998.694,7.93923
2019-05-08,10,999.564,7.96056
2019-05-09,10,1000.385,7.98128
2019-05-10,10,1001.159,8.0014
2019-05-11,10,1001.886,8.02094
2019-05-12,10,1002.567,8.03988
2019-05-13,10,1003.204,8.05822
2019-05-14,10,1003.797,8.07596
2019-05-15,10,1004.348,8.09309
2019-05-16,10,1004.692,8.1079
2019-05-17,10,1004.831,8.12038
2019-05-18,10,1004.932,8.1323
2019-05-19,10,1004.997,8.14366
2019-05-20,10,1005.026,8.15444
2019-05-21,10,1005.021,8.16464
2019-05-22,10,1004.983,8.17427
2019-05-23,10,1004.912,8.18332
2019-05-24,10,1004.809,8.19181
2019-05-25,10,1004.677,8.19973
2019-05-26,10,1004.514,8.20709
2019-05-27,10,1004.323,8.21391
2019-05-28,10,1004.105,8.22017
2019-05-29,10,1003.859,8.22586
2019-05-30,10,1003.587,8.231
2019-05-31,10,1003.29,8.23559
2019-06-01,10,1002.968,8.23961
2019-06-02,10,1002.622,8.24309
2019-06-03,10,1002.253,8.24601
2019-06-04,10,1001.862,8.2484
2019-06-05,10,1001.449,8.25025
2019-06-06,10,1001.015,8.25155
2019-06-07,10,1000.56,8.25231
2019-06-08,10,1000.085,8.25253
2019-06-09,10,999.59,8.2522
2019-06-10,10,999.076,8.25134
2019-06-11,10,998.544,8.24993
2019-06-12,10,998.012,8.24799
2019-06-13,10,997.462,8.24551
2019-06-14,10,996.895,8.24249
2019-06-15,10,996.311,8.23895
2019-06-16,10,996.406,8.24224
2019-06-17,10,996.483,8.245
2019-06-18,10,996.543,8.24722
2019-06-19,10,996.586,8.24892
2019-06-20,10,996.613,8.25008
2019-06-21,10,996.624,8.25071
2019-06-22,10,996.618,8.2508
2019-06-23,10,996.596,8.25037
2019-06-24,10,996.558,8.24941
2019-06-25,10,996.503,8.24792
2019-06-26,10,996.432,8.24591
2019-06-27,10,996.345,8.24336
2019-06-28,10,996.24,8.24029
2019-06-29,10,996.119,8.23669
2019-06-30,10,995.981,8.23256
2019-07-01,10,995.826,8.2279
2019-07-02,10,995.653,8.22272
2019-07-03,10,995.462,8.21701
2019-07-04,10,995.253,8.21077
2019-07-05,10,995.025,8.204
2019-07-06,10,994.787,8.1967
2019-07-07,10,994.535,8.18887
2019-07-08,10,994.262,8.18051
2019-07-09,10,993.967,8.17162
2019-07-10,10,993.651,8.1622
2019-07-11,10,993.313,8.15225
2019-07-12,10,992.951,8.14177
2019-07-13,10,992.566,8.13075
2019-07-14,10,992.156,8.1192
2019-07-15,10,991.721,8.10711
2019-07-16,10,990.976,8.09152
2019-07-17,10,989.919,8.07241
2019-07-18,10,988.833,8.05276
2019-07-19,10,987.718,8.03257
2019-07-20,10,986.573,8.01184
2019-07-21,10,985.397,7.99057
2019-07-22,10,984.188,7.96875
2019-07-23,10,982.946,7.94639
2019-07-24,10,981.67,7.92348
2019-07-25,10,980.359,7.90002
2019-07-26,10,979.011,7.87603
2019-07-27,10,977.627,7.8515
2019-07-28,10,976.204,7.82641
2019-07-29,10,974.741,7.80077
2019-07-30,10,973.239,7.77458
2019-07-31,10,971.695,7.74783
2019-08-01,10,970.108,7.72053
2019-08-02,10,968.479,7.69268
2019-08-03,10,966.804,7.6643
2019-08-04,10,965.085,7.63536
2019-08-05,10,963.319,7.60587
2019-08-06,10,961.505,7.57582
2019-08-07,10,959.643,7.54522
2019-08-08,10,957.731,7.51406
2019-08-09,10,955.769,7.48238
2019-08-10,10,953.755,7.45015
2019-08-11,10,951.689,7.41736
2019-08-12,10,949.569,7.38402
2019-08-13,10,947.395,7.35014
2019-08-14,10,945.165,7.31572
2019-08-15,10,942.88,7.28077
2019-08-16,10,940.961,7.24955
2019-08-17,10,939.415,7.22206
2019-08-18,10,937.828,7.19402
2019-08-19,10,936.185,7.16547
2019-08-20,10,934.485,7.13638
2019-08-21,10,932.728,7.10676
2019-08-22,10,930.912,7.0766
2019-08-23,10,929.037,7.04591
2019-08-24,10,927.102,7.01471
2019-08-25,10,925.107,6.98299
2019-08-26,10,923.051,6.95074
2019-08-27,10,920.933,6.91797
2019-08-28,10,918.754,6.88471
2019-08-29,10,916.512,6.85095
2019-08-30,10,914.207,6.81668
2019-08-31,10,911.84,6.78191
2019-09-01,10,909.409,6.74666
2019-09-02,10,906.915,6.71093
2019-09-03,10,904.357,6.67473
2019-09-04,10,901.74,6.63805
2019-09-05,10,899.086,6.60091
2019-09-06,10,896.368,6.56334
2019-09-07,10,893.587,6.5253
2019-09-08,10,890.742,6.48683
2019-09-09,10,887.834,6.44793
2019-09-10,10,884.863,6.40862
2019-09-11,10,881.828,6.36889
2019-09-12,10,878.731,6.32875
2019-09-13,10,875.571,6.28822
2019-09-14,10,872.349,6.2473
2019-09-15,10,869.065,6.20601
2019-09-16,10,865.577,6.16298
2019-09-17,10,862.027,6.1196
2019-09-18,10,858.416,6.07587
2019-09-19,10,854.765,6.0318
2019-09-20,10,851.066,5.98739
2019-09-21,10,847.309,5.94267
2019-09-22,10,843.493,5.89765
2019-09-23,10,839.619,5.85233
2019-09-24,10,835.688,5.80673
2019-09-25,10,831.702,5.76086
2019-09-26,10,827.661,5.71475
2019-09-27,10,823.567,5.66839
2019-09-28,10,819.42,5.62181
2019-09-29,10,815.223,5.57502
2019-09-30,10,810.977,5.52805
2019-10-01,10,806.684,5.4809
2019-10-02,10,802.344,5.43358
2019-10-03,10,797.959,5.38613
2019-10-04,10,793.539,5.33856
2019-10-05,10,789.099,5.29088
2019-10-06,10,784.619,5.24311
2019-10-07,10,780.102,5.19527
2019-10-08,10,775.548,5.14738
2019-10-09,10,770.96,5.09946
2019-10-10,10,766.34,5.05152
2019-10-11,10,761.69,5.00358
2019-10-12,10,757.012,4.95566
2019-10-13,10,752.307,4.90778
2019-10-14,10,747.579,4.85995
2019-10-15,10,742.829,4.8122
2019-10-16,10,738.06,4.76455
2019-10-17,10,733.274,4.71701
2019-10-18,10,728.473,4.6696
2019-10-19,10,723.66,4.62235
2019-10-20,10,718.836,4.57526
2019-10-21,10,714.006,4.52837
2019-10-22,10,709.171,4.4817
2019-10-23,10,704.334,4.43526
2019-10-24,10,699.498,4.38908
2019-10-25,10,694.666,4.34318
2019-10-26,10,689.841,4.29758
2019-10-27,10,685.025,4.2523
2019-10-28,10,680.222,4.20737
2019-10-29,10,675.435,4.16281
2019-10-30,10,670.666,4.11865
2019-10-31,10,665.92,4.07489
2019-11-01,10,661.198,4.03158
2019-11-02,10,656.505,3.98873
2019-11-03,10,651.843,3.94636
2019-11-04,10,647.216,3.9045
2019-11-05,10,642.627,3.86316
2019-11-06,10,638.078,3.82238
2019-11-07,10,633.574,3.78216
2019-11-08,10,629.116,3.74255
2019-11-09,10,624.71,3.70354
2019-11-10,10,620.356,3.66517
2019-11-11,10,616.059,3.62745
2019-11-12,10,611.822,3.59041
2019-11-13,10,607.647,3.55407
2019-11-14,10,603.538,3.51843
2019-11-15,10,599.498,3.48353
2019-11-16,10,595.946,3.4527
2019-11-17,10,592.472,3.42263
2019-11-18,10,589.077,3.39335
2019-11-19,10,585.766,3.36488
2019-11-20,10,582.541,3.33724
2019-11-21,10,579.404,3.31045
2019-11-22,10,576.36,3.28451
2019-11-23,10,573.411,3.25947
2019-11-24,10,570.559,3.23533
2019-11-25,10,567.808,3.2121
2019-11-26,10,565.161,3.18982
2019-11-27,10,562.62,3.16848
2019-11-28,10,560.19,3.14812
2019-11-29,10,557.903,3.12875
2019-11-30,10,555.731,3.11038
2019-12-01,10,553.676,3.09303
2019-12-02,10,551.742,3.07671
2019-12-03,10,549.93,3.06144
2019-12-04,10,548.242,3.04724
2019-12-05,10,546.681,3.03411
2019-12-06,10,545.248,3.02206
2019-12-07,10,543.946,3.01111
2019-12-08,10,542.776,3.00128
2019-12-09,10,541.74,2.99257
2019-12-10,10,540.839,2.98499
2019-12-11,10,540.1,2.97855
2019-12-12,10,539.517,2.97324
2019-12-13,10,539.073,2.96911
2019-12-14,10,538.769,2.96614
2019-12-15,10,538.608,2.96434
2019-12-16,10,538.18,2.96059
2019-12-17,10,537.485,2.95488
2019-12-18,10,536.931,2.95034
2019-12-19,10,536.52,2.94697
2019-12-20,10,536.251,2.94477
2019-12-21,10,536.133,2.94377
2019-12-22,10,536.198,2.94396
2019-12-23,10,536.407,2.94533
2019-12-24,10,536.759,2.94788
2019-12-25,10,537.254,2.95161
2019-12-26,10,537.892,2.95653
2019-12-27,10,538.673,2.96263
2019-12-28,10,539.596,2.9699
2019-12-29,10,540.66,2.97836
2019-12-30,10,541.866,2.98799
2019-12-31,10,543.214,2.99879
2020-01-01,10,544.744,3.01075
2020-01-02,10,546.411,3.02387
2020-01-03,10,548.214,3.03815
2020-01-04,10,550.152,3.05357
2020-01-05,10,552.224,3.07011
2020-01-06,10,554.427,3.08783
2020-01-07,10,556.76,3.10664
2020-01-08,10,559.221,3.12656
2020-01-09,10,561.808,3.14758
2020-01-10,10,564.519,3.16969
2020-01-11,10,567.352,3.19288
2020-01-12,10,570.32,3.21714
2020-01-13,10,573.425,3.24244
2020-01-14,10,576.645,3.26879
2020-01-15,10,579.977,3.29617
2020-01-16,10,583.237,3.32312
2020-01-17,10,586.423,3.34962
2020-01-18,10,589.714,3.37709
2020-01-19,10,593.108,3.40553
2020-01-20,10,596.601,3.43492
2020-01-21,10,600.192,3.46524
2020-01-22,10,603.877,3.49649
2020-01-23,10,607.653,3.52861
2020-01-24,10,611.517,3.56161
2020-01-25,10,615.466,3.59546
2020-01-26,10,619.496,3.63014
2020-01-27,10,623.605,3.66564
2020-01-28,10,627.79,3.70193
2020-01-29,10,632.047,3.73902
2020-01-30,10,636.373,3.77684
2020-01-31,10,640.777,3.81539
2020-02-01,10,645.243,3.85465
2020-02-02,10,649.767,3.89459
2020-02-03,10,654.346,3.93521
2020-02-04,10,658.975,3.97647
2020-02-05,10,663.652,4.01833
2020-02-06,10,668.372,4.0608
2020-02-07,10,673.134,4.10383
2020-02-08,10,677.933,4.14742
2020-02-09,10,682.766,4.19152
2020-02-10,10,687.63,4.23613
2020-02-11,10,692.522,4.28122
2020-02-12,10,697.439,4.32678
2020-02-13,10,702.378,4.37276
2020-02-14,10,707.335,4.41916
2020-02-15,10,712.729,4.46961
2020-02-16,10,718.555,4.52411
2020-02-17,10,724.386,4.57897
2020-02-18,10,730.219,4.63416
2020-02-19,10,736.051,4.68967
2020-02-20,10,741.88,4.74548
2020-02-21,10,747.714,4.80154
2020-02-22,10,753.541,4.85783
2020-02-23,10,759.355,4.91435
2020-02-24,10,765.154,4.97105
2020-02-25,10,770.935,5.02791
2020-02-26,10,776.696,5.08491
2020-02-27,10,782.432,5.14204
2020-02-28,10,788.143,5.19925
2020-02-29,10,793.824,5.25653
2020-03-01,10,799.474,5.31385
2020-03-02,10,805.089,5.3712
2020-03-03,10,810.668,5.42854
2020-03-04,10,816.208,5.48585
2020-03-05,10,821.706,5.54314
2020-03-06,10,827.161,5.60034
2020-03-07,10,832.571,5.65744
2020-03-08,10,837.932,5.71445
2020-03-09,10,843.245,5.77133
2020-03-10,10,848.506,5.82806
2020-03-11,10,853.714,5.88463
2020-03-12,10,858.868,5.94101
2020-03-13,10,863.989,5.99719
2020-03-14,10,869.061,6.05316
2020-03-15,10,874.073,6.10888
2020-03-16,10,878.511,6.15938
2020-03-17,10,882.376,6.2047
